iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","Sendinblue","Return all your created email campaigns","GET","https://api.sendinblue.com/v3/emailCampaigns?type=classic&status=archive&limit=50&offset=0&sort=desc","OK","200","93","26","Response status code is 200, Content-Type header is set to application/json, Response includes the 'count' field, Campaigns array is present and contains the expected number of elements",,,"4","4","0","0"
"1","Sendinblue","Create an email campaign","POST","https://api.sendinblue.com/v3/emailCampaigns","Bad Request","400","93","60","Response status code is 400, Response has the required fields - code and message, Content-Type header is application/json",,,"3","3","0","0"
"1","Sendinblue","Upload an image to your account's image gallery","POST","https://api.sendinblue.com/v3/emailCampaigns/images","Created","201","1152","93","Response status code is 201, Response has the required field 'url', Url is a non-empty string, Content-Type header is application/json, Url is in valid URL format",,,"5","5","0","0"
"1","Sendinblue","Returns the information for all your created SMS campaigns","GET","https://api.sendinblue.com/v3/smsCampaigns?limit=500&offset=0&sort=desc","OK","200","123","2049","Response status code is 200, Response is in JSON format, Id is a non-negative integer",,,"3","3","0","0"
"1","Sendinblue","Creates an SMS campaign","POST","https://api.sendinblue.com/v3/smsCampaigns","Payment Required","402","101","118","Content-Type header is application/json","Response status code is 201, Response has the required field 'id', Id is a non-negative integer, Id is unique and not null",,"5","1","4","0"
"1","Sendinblue","Get an SMS campaign","GET","https://api.sendinblue.com/v3/smsCampaigns/null","Bad Request","400","82","75","Content-Type header is application/json","Response status code is 200, Id field is present and is a non-negative integer, Verify recipients object contains lists and exclusionLists arrays",,"4","1","3","0"
"1","Sendinblue","Update an SMS campaign","PUT","https://api.sendinblue.com/v3/smsCampaigns/null","Bad Request","400","62","60",,"Response status code is 204, Ensure that the response body is empty",,"2","0","2","0"
"1","Sendinblue","Delete an SMS campaign","DELETE","https://api.sendinblue.com/v3/smsCampaigns/null","Bad Request","400","59","60",,"Response status code is 204, Response has the required fields - code and message",,"2","0","2","0"
"1","Sendinblue","Send your SMS campaign immediately","POST","https://api.sendinblue.com/v3/smsCampaigns/null/sendNow","Bad Request","400","68","60","Response has the required fields - code and message, Code is in a valid format, Message is a non-empty string","Response status code is 402",,"4","3","1","0"
"1","Sendinblue","Update a campaign's status","PUT","https://api.sendinblue.com/v3/smsCampaigns/null/status","Bad Request","400","61","71","Validate that the request was successfully processed","Response status code is 204, Response body is null, Ensure that the response body is empty",,"4","1","3","0"
"1","Sendinblue","Send a test SMS campaign","POST","https://api.sendinblue.com/v3/smsCampaigns/4/sendTest","Bad Request","400","98","100","Response status code is 400, Response has the required fields - code and message, Code is in a valid format, Message is a non-empty string",,,"4","4","0","0"
"1","Sendinblue","Export an SMS campaign's recipients","POST","https://api.sendinblue.com/v3/smsCampaigns/null/exportRecipients","Bad Request","400","78","65","Response Content-Type is application/json","Response status code is 200",,"2","1","1","0"
"1","Sendinblue","Send an SMS campaign's report","POST","https://api.sendinblue.com/v3/smsCampaigns/null/sendReport","Bad Request","400","62","60","Response has the Content-Type header set to application/json","Response status code is 200, Response body is an empty object",,"3","1","2","0"
"1","Sendinblue","Send a message as an agent","POST","https://api.sendinblue.com/v3/conversations/messages","Unauthorized","401","226","38","Response status code is 401, Verify that the message in the response is a non-empty string",,,"2","2","0","0"
"1","Sendinblue","Get a message","GET","https://api.sendinblue.com/v3/conversations/messages/34","Unauthorized","401","308","38","Response status code is 401, Verify that the message in the response is a non-empty string",,,"2","2","0","0"
"1","Sendinblue","Update a message sent by an agent","PUT","https://api.sendinblue.com/v3/conversations/messages/54","Unauthorized","401","139","38","Response status code is 401, Verify that the message in the response is a non-empty string",,,"2","2","0","0"
"1","Sendinblue","Delete a message sent by an agent","DELETE","https://api.sendinblue.com/v3/conversations/messages/54","Unauthorized","401","137","38","Response status code is 401, Verify that the message in the response is a non-empty string",,,"2","2","0","0"
"1","Sendinblue","Sets agent’s status to online for 2-3 minutes","POST","https://api.sendinblue.com/v3/conversations/agentOnlinePing","Unauthorized","401","127","38","Response status code is 401, Verify that the message in the response is a non-empty string",,,"2","2","0","0"
"1","Sendinblue","Send an automated message to a visitor","POST","https://api.sendinblue.com/v3/conversations/pushedMessages","Unauthorized","401","141","38","Response status code is 401, Verify that the message in the response is a non-empty string",,,"2","2","0","0"
"1","Sendinblue","Get an automated message","GET","https://api.sendinblue.com/v3/conversations/pushedMessages/54","Unauthorized","401","153","38","Response status code is 401, Verify that the message in the response is a non-empty string",,,"2","2","0","0"
"1","Sendinblue","Update an automated message","PUT","https://api.sendinblue.com/v3/conversations/pushedMessages/54","Unauthorized","401","141","38","Response status code is 401, Verify that the message in the response is a non-empty string",,,"2","2","0","0"
"1","Sendinblue","Delete an automated message","DELETE","https://api.sendinblue.com/v3/conversations/pushedMessages/54","Unauthorized","401","187","38","Response status code is 401, Verify that the message in the response is a non-empty string",,,"2","2","0","0"
"1","Sendinblue","Get all the contacts","GET","https://api.sendinblue.com/v3/contacts?id=31","Unauthorized","401","61","50","Response status code is 401, Content-Type header is application/json, Response contains message and code fields",,,"3","3","0","0"
"1","Sendinblue","Create a contact","POST","https://api.sendinblue.com/v3/contacts","Created","201","237","9","Response status code is 201, Response has the required field 'id', Id is a non-negative integer, Content-Type header is application/json, Response body is a valid JSON object",,,"5","5","0","0"
"1","Sendinblue","Create Contact via DOI (Double-Opt-In) Flow","POST","https://api.sendinblue.com/v3/contacts/doubleOptinConfirmation","Unauthorized","401","57","50","Response status code is 401, Content-Type header is application/json, Response contains message and code fields",,,"3","3","0","0"
"1","Sendinblue","Update multiple contacts","POST","https://api.sendinblue.com/v3/contacts/batch","Bad Request","400","70","69","Response status code is 400, Response has the required fields - code and message","SuccessIds and FailureIds arrays are present in the response",,"3","2","1","0"
"1","Sendinblue","Export contacts","POST","https://api.sendinblue.com/v3/contacts/export","Accepted","202","324","16","Response status code is 202, Response has the required field 'processId', ProcessId is a non-negative integer, Verify the Content-Type is 'application/json', Check if the response includes the description of the request",,,"5","5","0","0"
"1","Sendinblue","Import contacts","POST","https://api.sendinblue.com/v3/contacts/import","Bad Request","400","130","63","Response status code is 400, Response Content-Type is application/json, Response body contains code and message fields",,,"3","3","0","0"
"1","Sendinblue","Get a contact's details","GET","https://api.sendinblue.com/v3/contacts/David.Smith@yahoo.com","OK","200","177","223","Response status code is 200, Response Content-Type is application/json, Email field is present and in a valid format",,,"3","3","0","0"
"1","Sendinblue","Delete a contact","DELETE","https://api.sendinblue.com/v3/contacts/17","No Content","204","125","0","Response status code is 204, Response body is null, Verify that the contact with the given identifier is deleted from the system, Response body is empty",,,"4","4","0","0"
"1","Sendinblue","Update a contact","PUT","https://api.sendinblue.com/v3/contacts/17","Bad Request","400","87","81","Response status code is 400, Response has the required fields - code and message, Code is a non-empty string, Message is a non-empty string, Content-Type header is application/json",,,"5","5","0","0"
"1","Sendinblue","Get email campaigns' statistics for a contact","GET","https://api.sendinblue.com/v3/contacts/17/campaignStats","Not Found","404","110","64","Response content type is application/json","Response status code is 200",,"2","1","1","0"
"1","Sendinblue","Get all folders","GET","https://api.sendinblue.com/v3/contacts/folders?limit=10&offset=0&sort=desc","OK","200","146","224","Response status code is 200, Name is a non-empty string","Folders array is present and contains the expected number of elements",,"3","2","1","0"
"1","Sendinblue","Create a folder","POST","https://api.sendinblue.com/v3/contacts/folders","Created","201","122","9","Response status code is 201, Response has the required field 'id', Id is a non-negative integer, Content-Type header is set to application/json, Response body is a valid JSON format",,,"5","5","0","0"
"1","Sendinblue","Returns a folder's details","GET","https://api.sendinblue.com/v3/contacts/folders/18","OK","200","126","101","Response status code is 200, Response has the required fields, Name is a non-empty string, TotalBlacklisted is a non-negative integer, UniqueSubscribers is a non-negative integer, Id is a non-negative integer",,,"6","6","0","0"
"1","Sendinblue","Update a folder","PUT","https://api.sendinblue.com/v3/contacts/folders/18","No Content","204","119","0","Response status code is 204, Response body is null, Ensure that the response body is empty",,,"3","3","0","0"
"1","Sendinblue","Delete a folder (and all its lists)","DELETE","https://api.sendinblue.com/v3/contacts/folders/18","No Content","204","151","0","Response status code is 204, Response body is empty, Verify that the folder with folderId is deleted, Response does not contain sensitive information",,,"4","4","0","0"
"1","Sendinblue","Get lists in a folder","GET","https://api.sendinblue.com/v3/contacts/folders/18/lists?limit=10&offset=0&sort=desc","Not Found","404","124","66","Response has the required Content-Type header with value application/json","Response status code is 200, Response body contains a 'lists' array with at least one element, Count field is a non-negative integer",,"4","1","3","0"
"1","Sendinblue","Get all the lists","GET","https://api.sendinblue.com/v3/contacts/lists?limit=10&offset=0&sort=desc","OK","200","168","132","Response status code is 200, Count is a non-negative integer, Lists array is present and contains the expected number of elements",,,"3","3","0","0"
"1","Sendinblue","Create a list","POST","https://api.sendinblue.com/v3/contacts/lists","Not Found","404","98","66","Content-Type header is application/json, Response time is less than 300ms","Response status code is 201, Response has the required field 'id', Id is a non-negative integer",,"5","2","3","0"
"1","Sendinblue","Get contacts in a list","GET","https://api.sendinblue.com/v3/contacts/lists/null/contacts?limit=50&offset=0&sort=desc","Bad Request","400","67","56","Response status code is 400, Content-Type header is application/json",,,"2","2","0","0"
"1","Sendinblue","Add existing contacts to a list","POST","https://api.sendinblue.com/v3/contacts/lists/null/contacts/add","Bad Request","400","64","56","Response status code is 400, Response has the required fields - code and message, Code and message fields are non-empty strings, Content-Type is application/json",,,"4","4","0","0"
"1","Sendinblue","Delete a contact from a list","POST","https://api.sendinblue.com/v3/contacts/lists/null/contacts/remove","Bad Request","400","65","56","Response status code is 400, Response has the required fields - code and message",,,"2","2","0","0"
"1","Sendinblue","Get a list's details","GET","https://api.sendinblue.com/v3/contacts/lists/13396752","Not Found","404","84","64",,,,"0","0","0","0"
"1","Sendinblue","Update a list","PUT","https://api.sendinblue.com/v3/contacts/lists/13396752","Bad Request","400","70","69",,,,"0","0","0","0"
"1","Sendinblue","Delete a list","DELETE","https://api.sendinblue.com/v3/contacts/lists/null","Bad Request","400","64","56","Response status code is 400, Response status code is 400, Response has content type application/json",,,"3","3","0","0"
"1","Sendinblue","List all attributes","GET","https://api.sendinblue.com/v3/contacts/attributes","OK","200","133","549","Response status code is 200, Content-Type header is application/json, Attributes array is present in the response",,,"3","3","0","0"
"1","Sendinblue","Update contact attribute","PUT","https://api.sendinblue.com/v3/contacts/attributes/global/BLACKLIST","No Content","204","119","0","Response status code is 204, Response body is null, Response body is empty",,,"3","3","0","0"
"1","Sendinblue","Create contact attribute","POST","https://api.sendinblue.com/v3/contacts/attributes/global/BLACKLIST","Bad Request","400","76","86","Response status code is 400, Response has the required fields - code and message, Code is in a valid format, Message is a non-empty string",,,"4","4","0","0"
"1","Sendinblue","Delete an attribute","DELETE","https://api.sendinblue.com/v3/contacts/attributes/global/veniam elit in","Not Found","404","91","61","Response status code is 404, Response has the required fields - code and message, Verify Content-Type is application/json, Code field is a non-empty string, Message field is a non-empty string",,,"5","5","0","0"
"1","Sendinblue","Send a transactional email","POST","https://api.sendinblue.com/v3/smtp/email","Unauthorized","401","85","50","Response status code is 401, Response must have the required Content-Type header of application/json",,,"2","2","0","0"
"1","Sendinblue","Get the list of transactional emails on the basis of allowed filters","GET","https://api.sendinblue.com/v3/smtp/emails?email=David.Smith@yahoo.com&sort=desc&limit=500&offset=0","OK","200","141","2","Response status code is 200, Response Content-Type is application/json",,,"2","2","0","0"
"1","Sendinblue","Delete scheduled emails by batchId or messageId","DELETE","https://api.sendinblue.com/v3/smtp/email/4320f270-a4e3-4a2e-b591-edfe30a5e627","Not Found","404","197","80","Response status code is 404, Content type is application/json, Verify the description of the request",,,"3","3","0","0"
"1","Sendinblue","Get the personalized content of a sent transactional email","GET","https://api.sendinblue.com/v3/smtp/emails/veniam elit in","Not Found","404","129","66","Response status code is 404, Code and message fields are present in the response",,,"2","2","0","0"
"1","Sendinblue","Fetch scheduled emails by batchId or messageId","GET","https://api.sendinblue.com/v3/smtp/emailStatus/4320f270-a4e3-4a2e-b591-edfe30a5e627?startDate=2022-02-02&endDate=2022-03-02&sort=desc&status=queued&limit=100&offset=0","Bad Request","400","86","89","Response status code is 400, Response content type is application/json",,,"2","2","0","0"
"1","Sendinblue","Get the list of email templates","GET","https://api.sendinblue.com/v3/smtp/templates?templateStatus=false&limit=50&offset=0&sort=desc","OK","200","84","2","Response status code is 200, Content-Type header is application/json",,,"2","2","0","0"
"1","Sendinblue","Create an email template","POST","https://api.sendinblue.com/v3/smtp/templates","Bad Request","400","78","65","Response status code is 400, Response has the required fields - code and message",,,"2","2","0","0"
"1","Sendinblue","Returns the template information","GET","https://api.sendinblue.com/v3/smtp/templates/13396752","Not Found","404","87","67","Response status code is 404, Response content type is application/json",,,"2","2","0","0"
"1","Sendinblue","Update an email template","PUT","https://api.sendinblue.com/v3/smtp/templates/13396752","Bad Request","400","66","90","Response status code is 400, Response has the required fields - code and message, Code is a non-empty string, Message is a non-empty string, Content-Type header is application/json",,,"5","5","0","0"
"1","Sendinblue","Delete an inactive email template","DELETE","https://api.sendinblue.com/v3/smtp/templates/13396752","Not Found","404","78","63","Response status code is 404, Content-Type header is application/json, Response body has the required fields - code and message, Code and message are non-empty strings, Ensure that the response body does not contain any additional unexpected fields",,,"5","5","0","0"
"1","Sendinblue","Send a template to your test list","POST","https://api.sendinblue.com/v3/smtp/templates/13396752/sendTest","Not Found","404","122","68","Response status code is 404, Response has the required fields - code and message, Code is a non-empty string, Message is a non-empty string, Content-Type header is application/json",,,"5","5","0","0"
"1","Sendinblue","Get your transactional email activity aggregated over a period of time","GET","https://api.sendinblue.com/v3/smtp/statistics/aggregatedReport","OK","200","126","203","Response status code is 200, Content-Type header is application/json, Requests value is a non-negative integer",,,"3","3","0","0"
"1","Sendinblue","Get your transactional email activity aggregated per day","GET","https://api.sendinblue.com/v3/smtp/statistics/reports?limit=10&offset=0&sort=desc","OK","200","123","14","Response status code is 200, Content-Type header is application/json",,,"2","2","0","0"
"1","Sendinblue","Get all your transactional email activity (unaggregated events)","GET","https://api.sendinblue.com/v3/smtp/statistics/events","Unauthorized","401","62","50","Response status code is 401, Response content type is application/json",,,"2","2","0","0"
"1","Sendinblue","Get the list of blocked or unsubscribed transactional contacts","GET","https://api.sendinblue.com/v3/smtp/blockedContacts","OK","200","72","25","Response status code is 200, Content-Type header is application/json, Response includes a 'contacts' array, Count is equal to the number of contacts in the response",,,"4","4","0","0"
"1","Sendinblue","Unblock or resubscribe a transactional contact","DELETE","https://api.sendinblue.com/v3/smtp/blockedContacts/David.Smith@yahoo.com","Not Found","404","76","62","Response status code is 404, Content-Type is application/json, Response contains code and message fields, Code is a non-empty string, Message is a non-empty string",,,"5","5","0","0"
"1","Sendinblue","Get the list of blocked domains","GET","https://api.sendinblue.com/v3/smtp/blockedDomains","OK","200","76","28","Response status code is 200, Response has the required content type of application/json, Domains array is present and not empty, Domains array contains non-empty strings, Response time is less than 200ms",,,"5","5","0","0"
"1","Sendinblue","Add a new domain to the list of blocked domains","POST","https://api.sendinblue.com/v3/smtp/blockedDomains","Created","201","95","2","Response status code is 201, Response has the appropriate Content-Type header, Response body contains the newly blocked domain information, Ensure that the blocked domain is effectively added to the system",,,"4","4","0","0"
"1","Sendinblue","Unblock an existing domain from the list of blocked domains","DELETE","https://api.sendinblue.com/v3/smtp/blockedDomains/exampless.com","No Content","204","65","0","Response status code is 204, Response body is null, Verify unblocked domain is no longer in the list of blocked domains, Response status is 204, Validate that the unblocked domain can be successfully added back to the list of blocked domains",,,"5","5","0","0"
"1","Sendinblue","Delete hardbounces","POST","https://api.sendinblue.com/v3/smtp/deleteHardbounces","OK","200","93","2","Response status code is 200, Response has the correct content type of application/json, Response body is an empty object, Response time is within acceptable range",,,"4","4","0","0"
"1","Sendinblue","Delete an SMTP transactional log","DELETE","https://api.sendinblue.com/v3/smtp/log/veniam elit in","Bad Request","400","68","71","Response status code is 400, Response has the required fields - code and message, Code is in a valid format, Message is a non-empty string, Content-Type is application/json",,,"5","5","0","0"
"1","Sendinblue","Get the list of all the events for the received emails.","GET","https://api.sendinblue.com/v3/inbound/events","OK","200","150","13","Response status code is 200, Response has the required fields - uuid, date, sender, and recipient, Date is in a valid date format, Events array is present and contains expected number of elements, Sender and recipient fields are non-empty strings",,,"5","5","0","0"
"1","Sendinblue","Fetch all events history for one particular received email.","GET","https://api.sendinblue.com/v3/inbound/events/veniam elit in","Bad Request","400","72","56","Response status code is 400, Response has the required fields - code and message",,,"2","2","0","0"
"1","Sendinblue","Retrieve inbound attachment with download token.","GET","https://api.sendinblue.com/v3/inbound/attachments","Not Found","404","87","61","Response status code is 404, Response has the required fields - code and message, Content type is application/json, Code is a non-empty string, Message is a non-empty string",,,"5","5","0","0"
"1","Sendinblue","Send SMS message to a mobile number","POST","https://api.sendinblue.com/v3/transactionalSMS/sms","Bad Request","400","89","173","Response status code is 400, Code and message must be non-empty strings",,,"2","2","0","0"
"1","Sendinblue","Get your SMS activity aggregated over a period of time","GET","https://api.sendinblue.com/v3/transactionalSMS/statistics/aggregatedReport","OK","200","108","2","Response status code is 200, All numeric fields are non-negative integers, Content-Type header is application/json",,,"3","3","0","0"
"1","Sendinblue","Get your SMS activity aggregated per day","GET","https://api.sendinblue.com/v3/transactionalSMS/statistics/reports","OK","200","144","2","Response status code is 200, Response body is in JSON format",,,"2","2","0","0"
"1","Sendinblue","Get all your SMS activity (unaggregated events)","GET","https://api.sendinblue.com/v3/transactionalSMS/statistics/events","OK","200","101","2","Response status code is 200, Response Content-Type is application/json",,,"2","2","0","0"
"1","Sendinblue","Get all webhooks","GET","https://api.sendinblue.com/v3/webhooks?sort=desc","Bad Request","400","160","72","Response status code is 400, Response has the required fields - code and message",,,"2","2","0","0"
"1","Sendinblue","Create a webhook","POST","https://api.sendinblue.com/v3/webhooks","Unauthorized","401","56","50","Response status code is 401, Response has the required fields - message and code, Content-Type is application/json",,,"3","3","0","0"
"1","Sendinblue","Get a webhook details","GET","https://api.sendinblue.com/v3/webhooks/13396752","Not Found","404","133","68","Response status code is 404, Code and message fields are present in the response",,,"2","2","0","0"
"1","Sendinblue","Update a webhook","PUT","https://api.sendinblue.com/v3/webhooks/13396752","Not Found","404","127","68","Response status code is 404, Response has the required fields - code and message, Code is a non-empty string, Message is a non-empty string, Content-Type header is application/json",,,"5","5","0","0"
"1","Sendinblue","Delete a webhook","DELETE","https://api.sendinblue.com/v3/webhooks/13396752","Not Found","404","130","68","Response status code is 404, Response has the required fields - code and message, Code is in a valid format, Message is a non-empty string",,,"4","4","0","0"
